,NO,NO2,SO2
1543.0cm-1,1.0370982394355898e+19,4.7252090010021154e+20,-4.828918824945682e+20
1544.0cm-1,-2.132688758532431e+20,3.7216485045931953e+20,-1.5889597460607543e+20
1545.0cm-1,4.506382498427939e+18,3.846085906488359e+20,-3.891149731472655e+20
1546.0cm-1,-4.184292994831599e+19,2.9392878705167535e+20,-2.5208585710335446e+20
1547.0cm-1,9.248610485155532e+17,6.737633546283374e+18,-7.662494594798971e+18
1548.0cm-1,-6.214604084668974e+20,1.7013482094010672e+21,-1.0798878009341917e+21
1549.0cm-1,1.311499519870419e+19,2.2546495396600795e+19,-3.5661490595304284e+19
1550.0cm-1,-6.882408979586665e+21,6.006586919294511e+21,8.758220602920875e+20
1551.0cm-1,7.543222133504759e+19,1.8174718047287637e+20,-2.571794018079274e+20
1552.0cm-1,5.6164092910365466e+17,2.649424641763986e+18,-3.2110655708677596e+18
1553.0cm-1,-1.0002631485316463e+19,2.3434319536807952e+19,-1.3431688051491138e+19
1554.0cm-1,5.902606788835084e+18,2.4219866180374684e+19,-3.0122472969210774e+19
1555.0cm-1,-7.540713206410011e+21,8.101949886211551e+21,-5.6123667980150204e+20
1556.0cm-1,-3.457355091486525e+18,3.633284157943965e+18,-1.7592906645746333e+17
1557.0cm-1,4.7267673717389843e+17,9.90850137589624e+17,-1.463526874763537e+18
1558.0cm-1,-1.0961086897891367e+21,2.0669153590697216e+21,-9.708066692806547e+20
1559.0cm-1,-9.751965216892439e+21,-1.7891512598121907e+21,1.1541116476704529e+22
1560.0cm-1,-8.153830067889802e+17,1.6302526388009234e+18,-8.148696320119497e+17
1561.0cm-1,-4.376430082214601e+18,3.6105807873394344e+19,-3.172937779118055e+19
1562.0cm-1,1.262358669392889e+17,8.0073102183373e+17,-9.269668887730207e+17
1563.0cm-1,7.539223231503725e+20,1.1113374579150902e+21,-1.8652597810654491e+21
1564.0cm-1,-1.4063103906794156e+22,-1.580963323529391e+21,1.5644067230323548e+22
1565.0cm-1,-3.911705160360894e+19,1.1612398341857216e+20,-7.700693181496345e+19
1566.0cm-1,-1.1581022821509512e+22,3.0236282162753207e+21,8.557394605233782e+21
1567.0cm-1,-7.368011704209152e+19,3.117674217034325e+20,-2.3808730466133157e+20
1568.0cm-1,7.975672992199254e+19,3.464866577046807e+20,-4.262433876266739e+20
1569.0cm-1,-6.353661389538587e+17,8.070764479018592e+17,-1.7171030894800422e+17
1570.0cm-1,-4.006321053458746e+21,2.255741181634182e+21,1.7505798718246122e+21
1571.0cm-1,-1.2005079460569552e+20,5.5653395624160113e+20,-4.364831616359035e+20
1572.0cm-1,-4.935393045812247e+19,1.4582357101271096e+20,-9.646964055459145e+19
1573.0cm-1,-1.9432043643207565e+19,1.550373622778469e+20,-1.3560531863464036e+20
1574.0cm-1,-5.001078931000071e+22,-3.784379186603914e+21,5.379516849660443e+22
1575.0cm-1,2.250942472948178e+16,1.3672500273974949e+17,-1.5923442746922733e+17
1576.0cm-1,1.4241180366868452e+18,6.529042916266378e+19,-6.671454719934927e+19
1577.0cm-1,-1.0480138899334524e+20,3.7916338613045205e+20,-2.743619971370999e+20
1578.0cm-1,-3.1791531500171095e+18,1.690524820384646e+21,-1.6873456672346357e+21
1579.0cm-1,-3883595720302964.5,3.2583681615717064e+16,-2.8700085895413236e+16
1580.0cm-1,6.568952436412893e+17,1.2989457956540024e+18,-1.9558410392953044e+18
1581.0cm-1,1.1496041624419606e+18,1.7414029015928305e+18,-2.8910070640348273e+18
1582.0cm-1,7.022019398519522e+18,3.0474192872045416e+19,-3.749621227056396e+19
1583.0cm-1,-2.1159180838769674e+21,4.336540015281162e+21,-2.2206219314040977e+21
1584.0cm-1,-8.065780630123504e+20,3.7374569630936827e+21,-2.93087890008135e+21
1585.0cm-1,-1.950974920871101e+20,3.235492402986905e+20,-1.2845174821157978e+20
1586.0cm-1,-5.1066259135449056e+17,1.340497057410122e+18,-8.298344660556068e+17
1587.0cm-1,1.5271868817182144e+17,1.7019586606291575e+19,-1.7172305294463445e+19
1588.0cm-1,5.755024066264917e+17,2.6190043388136837e+19,-2.6765545794763403e+19
1589.0cm-1,-1.2092551606436083e+18,2.5413102514573185e+19,-2.4203847353929306e+19
1590.0cm-1,-1.764778591060962e+18,9.233997219047821e+18,-7.469218627987098e+18
1591.0cm-1,-3.7596272541543604e+22,2.473892094195135e+22,1.2857351599592581e+22
1592.0cm-1,-2.386798760440212e+20,1.3107884561788319e+21,-1.0721085801348168e+21
1593.0cm-1,6.8942661343163e+17,1.4992974046600059e+19,-1.5682400660031535e+19
1594.0cm-1,2.1586492778188147e+18,4.459360931716871e+19,-4.675225859498771e+19
1595.0cm-1,-4.009835166682464e+16,1.759613302329417e+17,-1.3586297856611942e+17
1596.0cm-1,9.408138057245304e+16,2.5193223484911473e+18,-2.613403729063633e+18
1597.0cm-1,-2.9963328125802736e+16,1.0004976735874121e+18,-9.705343454615965e+17
1598.0cm-1,-1.2214864630149515e+21,1.8451486569702013e+21,-6.236621939552327e+20
1599.0cm-1,9.90219096118822e+18,4.389969343817558e+19,-5.380188439936358e+19
1600.0cm-1,2.1225546321288507e+18,2.0357402673698574e+19,-2.24799573058278e+19
1601.0cm-1,-4.5924170672949924e+18,8.489150010502338e+18,-3.896732943207201e+18
1602.0cm-1,-5.421642237204546e+17,1.1036332309664266e+18,-5.614690072459374e+17
1603.0cm-1,-4.225396763791133e+18,1.1489329606839765e+19,-7.263932843048711e+18
1604.0cm-1,1.0018121678365636e+18,1.2370243843066157e+19,-1.3372056010902819e+19
1605.0cm-1,-6.44040707611045e+16,2.0813447964061107e+17,-1.4373040887950677e+17
1606.0cm-1,-1.8216690983375964e+16,5.4719546119142296e+16,-3.650285513576645e+16
1607.0cm-1,9.890156460585123e+16,1.885679529843888e+17,-2.8746951759023904e+17
1608.0cm-1,-1.979356481201202e+17,1.5131754560969004e+18,-1.315239807976793e+18
1609.0cm-1,-3.363992696903436e+21,5.018789570690956e+21,-1.654796873787423e+21
1610.0cm-1,2.6746077480632083e+17,1.635556938430709e+18,-1.9030177132370022e+18
1611.0cm-1,-3.532937534219388e+19,1.751887008436865e+20,-1.3985932550150095e+20
1612.0cm-1,2.1480293460749873e+18,1.131080198170585e+20,-1.1525604916313424e+20
1613.0cm-1,1.8877664709409804e+19,2.5630575379360236e+19,-4.450824008876955e+19
1614.0cm-1,-1.3918203033758616e+19,1.8144241623371934e+19,-4.2260385896130785e+18
1615.0cm-1,-1.9241525372601298e+18,7.595207544860508e+19,-7.402792291134525e+19
1616.0cm-1,-3.8731180153878e+19,1.3546841243624599e+20,-9.6737232282371e+19
1617.0cm-1,-2.7034051530977034e+19,2.4270575255249314e+19,2.7634762757277496e+18
1618.0cm-1,-5.5992853139787437e+17,1.5983334570050208e+20,-1.5927341716910454e+20
1619.0cm-1,-4.401094973946366e+16,3.308443879010006e+17,-2.868334381615362e+17
1620.0cm-1,-4.301457644068893e+20,7.628705238020962e+20,-3.327247593952048e+20
1621.0cm-1,6.804332285080835e+17,9.306140839363043e+17,-1.6110473124444076e+18
1622.0cm-1,-2.4902232536669616e+16,1.814078500064906e+17,-1.565056174698235e+17
1623.0cm-1,-2.09482141419406e+21,1.257009888275342e+21,8.37811525918653e+20
1624.0cm-1,-790367142067710.5,7.619587922361283e+16,-7.540551208154448e+16
1625.0cm-1,-2.8306891664952064e+18,1.2167550245078968e+20,-1.1884481328429536e+20
1626.0cm-1,-1.527588398826585e+20,2.7493359841124522e+20,-1.2217475852858855e+20
1627.0cm-1,3.5156308525000614e+17,3.6208224782227103e+18,-3.972385563472806e+18
1628.0cm-1,813207447748015.6,3370247595691692.0,-4183455043439775.0
1629.0cm-1,2.0104818201234176e+18,5.588476616692034e+19,-5.789524798704443e+19
1630.0cm-1,-1.1272802502262983e+21,2.297773879097536e+21,-1.170493628871224e+21
1631.0cm-1,-2.6962266226477308e+20,4.559556433080457e+20,-1.8633298104327733e+20
1632.0cm-1,-8.810883509793245e+17,7.975788273657539e+18,-7.094699922678169e+18
1633.0cm-1,-4.6729789251277216e+17,1.6251801213648963e+18,-1.15788222885216e+18
1634.0cm-1,-2.0461224947491615e+19,8.248990019304731e+19,-6.202867524555519e+19
1635.0cm-1,-1.2183195044262718e+17,1.3936882411610468e+20,-1.3924699216566375e+20
1636.0cm-1,-1.3510011388312859e+19,2.7167654150838874e+19,-1.3657642762526306e+19
1637.0cm-1,-1.6280637870914074e+18,6.252596714402202e+18,-4.624532927310846e+18
1638.0cm-1,-9.119600274937612e+18,8.284769697413807e+18,8.348305775238342e+17
1639.0cm-1,1.243221603730409e+18,7.59190534552382e+18,-8.835126949254374e+18
1640.0cm-1,-1.1354124443076147e+21,1.394436851171147e+21,-2.5902440686357243e+20
1641.0cm-1,-6.74592522871981e+17,1.709549144224728e+18,-1.0349566213527306e+18
1642.0cm-1,-6.702179715212606e+21,3.53295714220295e+21,3.1692225730097237e+21
1643.0cm-1,-1.5229057061686706e+19,3.0772230892797456e+19,-1.5543173831110146e+19
1644.0cm-1,-6.43422780021787e+18,1.3394685853259815e+19,-6.960458053041876e+18
1645.0cm-1,-9238192737303336.0,1.4286132331577126e+16,-5047939594273724.0
1646.0cm-1,-1.6470021562450838e+17,2.6482818076186323e+17,-1.0012796513735851e+17
1647.0cm-1,-6.902748979344037e+19,9.339540776994518e+19,-2.436791797650316e+19
1648.0cm-1,3.1800135243135914e+19,1.5032932073910957e+20,-1.8212945598225125e+20
1649.0cm-1,-7.057227793252173e+19,4.507004069011046e+20,-3.8012812896857234e+20
1650.0cm-1,-7.4657271686659e+21,1.8583943310256386e+19,7.447143225355741e+21
1651.0cm-1,7.210334897479877e+19,1.6557244805656e+20,-2.376757970313644e+20
1652.0cm-1,-4.96700132901623e+18,9.636582443840879e+18,-4.669581114824659e+18
1653.0cm-1,-8.167804684556841e+17,1.352509228795032e+20,-1.3443414241105217e+20
1654.0cm-1,-4.162629719994452e+19,6.13870976216951e+19,-1.9760800421750043e+19
1655.0cm-1,4.070902317892855e+19,1.421730049346109e+20,-1.8288202811354127e+20
1656.0cm-1,-3.5635817644064657e+20,5.2313805156298156e+20,-1.6677987512232742e+20
1657.0cm-1,-1.5493239037238647e+20,4.5003561742531474e+20,-2.9510322705293148e+20
1658.0cm-1,-2.975396692022104e+21,1.8478687579279006e+20,2.79060981622929e+21
1659.0cm-1,-1.3408151853621567e+19,1.9189261210745102e+19,-5.781109357123536e+18
1660.0cm-1,-1.50399218976221e+18,5.144295952934689e+18,-3.640303763172372e+18
1661.0cm-1,2.7189550502374425e+19,4.013523457013399e+20,-4.285418962037245e+20
1662.0cm-1,-3.344339130326228e+20,1.2716236926275072e+21,-9.371897795948944e+20
1663.0cm-1,-1.9840905013006677e+20,8.896927027729724e+20,-6.912836526429047e+20
1664.0cm-1,-2.168910540333617e+21,1.7895522723059198e+20,1.989955313102995e+21
1665.0cm-1,-1.993630991421194e+20,4.485688842019623e+20,-2.492057850598409e+20
1666.0cm-1,-4.763014288703878e+18,1.4755285567893201e+20,-1.4278984139023113e+20
1667.0cm-1,-1.1391469906551967e+22,3.964235091243801e+21,7.427234815308115e+21
1668.0cm-1,5.6155641708263694e+19,1.567181276290592e+21,-1.623336917998847e+21
1669.0cm-1,-3.1208435859495395e+19,1.1194234149892291e+20,-8.073390563942782e+19
1670.0cm-1,-1.2423721470370965e+20,4.019251610443155e+20,-2.7768794634060094e+20
1671.0cm-1,-4.108508390060409e+19,1.0405530129863515e+20,-6.297021739803091e+19
1672.0cm-1,-8.454450456031681e+19,1.6165004413577177e+20,-7.710553957545499e+19
1673.0cm-1,3.297775850546937e+20,7.183266571349565e+20,-1.0481042421896328e+21
1674.0cm-1,-1.3093073700233318e+21,-4.3980917639424895e+20,1.7491165464175732e+21
1675.0cm-1,-7.339583585146001e+22,1.0016078098780979e+22,6.3379757752679095e+22
1676.0cm-1,-2.5118204060986796e+21,3.92324005530793e+21,-1.4114196492092163e+21
1677.0cm-1,-4.9480888089250483e+20,1.8187547356346e+20,3.129334073290474e+20
1678.0cm-1,-1.5308462745828248e+19,3.603117544906972e+19,-2.0722712703242023e+19
1679.0cm-1,-1.755846322388163e+21,-3.6993273366747434e+20,2.125779056055631e+21
1680.0cm-1,-4.1901912952370174e+20,2.5919576258853087e+20,1.5982336693517628e+20
1681.0cm-1,-1.5843312476103196e+21,-2.851639797602848e+20,1.869495227370613e+21
1682.0cm-1,-3.272046823189397e+21,-4.974231585140674e+20,3.769469981703479e+21
1683.0cm-1,-1.3789572665422165e+20,2.9238422549240234e+20,-1.5448849883818256e+20
1684.0cm-1,-2.099203673389274e+20,1.0077147777492522e+21,-7.97794410410325e+20
1685.0cm-1,-6.114221226660755e+20,4.367169883438769e+20,1.7470513432218898e+20
1686.0cm-1,-1.9781753630752805e+19,7.721234228881685e+19,-5.743058865806544e+19
1687.0cm-1,6.983867543928232e+19,5.034981764675933e+20,-5.733368519068821e+20
1688.0cm-1,-5.5514854530217535e+20,-8.036487700750806e+19,6.355134223096852e+20
1689.0cm-1,-1.8088163022966083e+21,-4.389401850738516e+20,2.2477564873704625e+21
1690.0cm-1,-4.874562328764318e+21,1.640745877414858e+21,3.233816451349442e+21
1691.0cm-1,-6.715394349440371e+21,-1.2611851235185124e+21,7.976579472958882e+21
1692.0cm-1,-1.6536615061036642e+21,-7.64326769787796e+18,1.661304773801547e+21
1693.0cm-1,-1.331536040611108e+22,-9.177003589574067e+20,1.4233060765068673e+22
1694.0cm-1,-1.1020492734400177e+21,-3.945239644732208e+20,1.4965732379132444e+21
1695.0cm-1,-2.1560058600422504e+21,-7.840843520244056e+20,2.940090212066647e+21
1696.0cm-1,-1.3192358178044151e+20,6.264304462321389e+19,6.928053715722216e+19
1697.0cm-1,-2.2181169530177098e+19,1.0006040067140908e+20,-7.787923114123115e+19
1698.0cm-1,-1.005210475113511e+22,4.3216426855520225e+21,5.730462065583144e+21
1699.0cm-1,2.2024580815866958e+19,1.4208477141737252e+20,-1.641093522332428e+20
1700.0cm-1,2.246716988476192e+20,3.624103645305707e+20,-5.870820633781905e+20
1701.0cm-1,-1.107140137565562e+21,9.551962470268675e+20,1.5194389053870837e+20
1702.0cm-1,6.647230979753707e+19,3.166318098124374e+20,-3.831041196099683e+20
1703.0cm-1,1.9106842899826046e+20,5.6309679500936407e+20,-7.541652240076326e+20
1704.0cm-1,-3.8235982222731654e+20,5.0134273520175815e+20,-1.1898291297443507e+20
1705.0cm-1,-2.1601919191294977e+21,4.673965664597192e+20,1.6927953526697448e+21
1706.0cm-1,-9.950559497044812e+19,1.0236763078642257e+20,-2.8620358159760005e+18
1707.0cm-1,-1.6431750108138156e+21,-1.3304214027766199e+20,1.7762171510914807e+21
1708.0cm-1,-2.9333591220624123e+20,4.4271398283619854e+20,-1.4937807062994724e+20
1709.0cm-1,-1.3538816815872245e+22,2.733312814424037e+21,1.0805504001448329e+22
1710.0cm-1,-6.223759958306165e+20,-1.6800169084004254e+20,7.903776866706585e+20
1711.0cm-1,-3.5424725441780574e+20,5.86973800071655e+20,-2.3272654565383225e+20
1712.0cm-1,1.0895807492259801e+21,1.7100054834625435e+21,-2.7995862326885273e+21
1713.0cm-1,-1.1647810408951956e+21,1.2319675252338425e+21,-6.718648433866187e+19
1714.0cm-1,-3.2590347760947634e+21,1.2323643751999532e+21,2.0266704008948393e+21
1715.0cm-1,-5.882096793232021e+20,6.693818664435608e+20,-8.1172187120344e+19
1716.0cm-1,6.379782973647491e+19,5.080559617340049e+20,-5.71853791470505e+20
1717.0cm-1,-1.356417674777632e+21,7.995720336311956e+20,5.568456411464124e+20
1718.0cm-1,-8.672911756673652e+20,3.5690962236640166e+20,5.10381553300952e+20
1719.0cm-1,-5.8201143804190595e+20,7.51014167650452e+20,-1.690027296085462e+20
1720.0cm-1,-3.363490775449812e+20,2.438866944870014e+20,9.24623830579999e+19
1721.0cm-1,-4.0701932268783206e+20,6.447665591839265e+20,-2.377472364961086e+20
1722.0cm-1,-1.2045280143659447e+22,1.2365934800594034e+21,1.080868666359999e+22
1723.0cm-1,2.78850610045421e+21,2.633162340446742e+19,-2.814837723858697e+21
1724.0cm-1,-1.147493450543726e+20,2.7214514182129733e+20,-1.5739579676692975e+20
1725.0cm-1,-2.275099277612965e+19,4.012094779669716e+20,-3.7845848519083845e+20
1726.0cm-1,3.2333990317438267e+19,2.5702888165909656e+20,-2.8936287197654064e+20
1727.0cm-1,-5.3835615815906e+20,1.8990104048869615e+21,-1.3606542467278197e+21
1728.0cm-1,-1.1857552922075013e+20,2.5168818864279598e+20,-1.3311265942205427e+20
1729.0cm-1,-2.926599245176675e+19,8.07016157192055e+20,-7.777501647402817e+20
1730.0cm-1,-1.0996608908719243e+21,1.0466750702877408e+21,5.298582058416586e+19
1731.0cm-1,-7.779452552367983e+20,2.3219000401419924e+21,-1.5439547849051446e+21
1732.0cm-1,-1.6794695669254724e+20,6.364515362949325e+20,-4.6850457960237806e+20
1733.0cm-1,-1.0432500682843884e+21,1.0112483360784459e+21,3.200173220593215e+19
1734.0cm-1,-8.065639070717822e+21,-6.632524406026966e+20,8.728891511320606e+21
1735.0cm-1,-1.0447590845108328e+21,-2.3950783991416993e+20,1.2842669244249974e+21
1736.0cm-1,-1.091837700713895e+21,1.0008602009004411e+21,9.097749981348371e+19
1737.0cm-1,-5.82981794794158e+21,6.152552813316987e+20,5.214562666609882e+21
1738.0cm-1,-1.3098363867235014e+21,9.527001667213754e+20,3.5713622000212555e+20
1739.0cm-1,-5.974410399551082e+21,1.6036651812689373e+21,4.3707452182820825e+21
1740.0cm-1,1.318281887836832e+21,1.2035757623820118e+21,-2.52185765021895e+21
1741.0cm-1,-1.3434706301604754e+20,1.0998455680575059e+21,-9.654985050414227e+20
1742.0cm-1,-6.194100669345996e+21,2.1125933875433213e+20,5.982841330591571e+21
1743.0cm-1,-1.9048315351645324e+22,4.846975864387075e+21,1.420133948725882e+22
1744.0cm-1,-2.7270762905178446e+21,1.303218828792538e+21,1.4238574617253375e+21
1745.0cm-1,-1.0305812812749282e+21,2.158502833783414e+21,-1.1279215525085356e+21
1746.0cm-1,-3.4938287173614683e+21,1.3337459696867368e+21,2.1600827476746895e+21
1747.0cm-1,-3.319120830887119e+21,-5.016037418825774e+19,3.369281205075381e+21
1748.0cm-1,-9.597273669906997e+21,-1.25395721487103e+21,1.0851230884778035e+22
1749.0cm-1,-4.845745023559983e+21,2.3945770093557176e+21,2.4511680142043135e+21
1750.0cm-1,-7.344818747190922e+20,5.628874509825327e+20,1.71594423736551e+20
1751.0cm-1,-1.6556238888203731e+22,3.2045196499623016e+21,1.3351719238241566e+22
1752.0cm-1,-2.170615781229543e+21,-1.1898347052093858e+20,2.2895992517504955e+21
1753.0cm-1,-9.912203425966762e+20,7.131512774892485e+20,2.7806906510741727e+20
1754.0cm-1,8.592769345691513e+20,-4.07961830765539e+19,-8.184807514925949e+20
1755.0cm-1,-2.6624060723804547e+20,8.039266112574295e+20,-5.3768600401938324e+20
1756.0cm-1,-4.1271562026779295e+21,1.0657928871364003e+21,3.0613633155415304e+21
1757.0cm-1,1.0448592412987157e+21,2.14057081966719e+21,-3.1854300609659174e+21
1758.0cm-1,-7.008451448440333e+20,2.319071532041654e+21,-1.6182263871975507e+21
1759.0cm-1,-8.863699419887078e+20,1.3318017759266446e+21,-4.454318339379327e+20
1760.0cm-1,-7.9757630913181e+20,8.359400448199106e+20,-3.836373568809342e+19
1761.0cm-1,-1.3887661571240372e+20,7.312753124322995e+20,-5.923986967199195e+20
1762.0cm-1,-9.619725518162855e+21,7.116907095914228e+20,8.908034808571419e+21
1763.0cm-1,-5.811527125274274e+21,3.1930731281959984e+21,2.618453997078284e+21
1764.0cm-1,-6.019017447453195e+20,2.2599806903133193e+21,-1.6580789455679927e+21
1765.0cm-1,-2.4616333409195655e+21,1.4196805199547662e+21,1.0419528209647475e+21
1766.0cm-1,-5.910900681073863e+20,1.5388140088051457e+21,-9.477239406977285e+20
1767.0cm-1,-3.4631416006152977e+21,2.885120158167267e+21,5.780214424481147e+20
1768.0cm-1,-3.315199037877716e+21,3.015294335220714e+21,2.9990470265712633e+20
1769.0cm-1,-3.896043123688145e+21,2.599187229416517e+21,1.2968558942716842e+21
1770.0cm-1,-4.008570225136529e+20,3.327298993620836e+21,-2.9264419711071866e+21
1771.0cm-1,-8.672338642092909e+21,-5.283285768145004e+20,9.200667218907408e+21
1772.0cm-1,-1.0782455190453196e+22,3.8260981238427504e+20,1.0399845378069088e+22
1773.0cm-1,-2.2954877419248788e+21,2.472770730589025e+21,-1.7728298866408876e+20
1774.0cm-1,-2.4183621899310164e+20,1.3530341169798589e+21,-1.1111978979867735e+21
1775.0cm-1,-7.449916157565564e+20,1.9481526688821705e+21,-1.2031610531255773e+21
1776.0cm-1,1.9356431447307416e+19,1.0554646935385514e+21,-1.0748211249858419e+21
1777.0cm-1,-3.605396341385751e+20,1.1702333032366606e+21,-8.096936690981278e+20
1778.0cm-1,2.838728556423284e+21,9.799974927639468e+19,-2.9367283056997045e+21
1779.0cm-1,-4.139456656280445e+20,1.1531258869632215e+21,-7.391802213352001e+20
1780.0cm-1,-7.231541192932289e+21,2.891821129279883e+21,4.33972006365233e+21
1781.0cm-1,-6.514920735014646e+20,1.7011088697523563e+21,-1.0496167962508604e+21
1782.0cm-1,-3.362374711583464e+20,1.3543750504792924e+21,-1.0181375793209517e+21
1783.0cm-1,-1.8445040776350476e+20,1.3808389197761038e+21,-1.1963885120126376e+21
1784.0cm-1,-6.321543425727699e+21,3.0399125390379817e+21,3.28163088668972e+21
1785.0cm-1,-1.2383840628197804e+22,3.2361749676986393e+21,9.147665660499284e+21
1786.0cm-1,-1.2226395727413257e+22,7.019903498324265e+21,5.20649222908908e+21
1787.0cm-1,-1.528930484599036e+21,2.4055211880908776e+21,-8.76590703491861e+20
1788.0cm-1,-4.4641908092139366e+21,5.152899910850586e+21,-6.887091016366837e+20
1789.0cm-1,-4.587183342080134e+20,2.0910009126294625e+21,-1.6322825784215273e+21
1790.0cm-1,-2.2586161758551212e+21,4.065605136084911e+21,-1.8069889602297877e+21
1791.0cm-1,-3.840600638252491e+20,2.0087265832489132e+21,-1.624666519423716e+21
1792.0cm-1,3.3071729200285226e+21,4.0530601278800816e+20,-3.712478932816542e+21
1793.0cm-1,-1.2046346547893596e+21,1.8609214415324043e+21,-6.562867867431337e+20
1794.0cm-1,-6.07861448157742e+20,1.7332938308537696e+21,-1.1254323826960518e+21
1795.0cm-1,-1.9499761064895935e+21,1.3102568853878074e+21,6.397192211017525e+20
1796.0cm-1,-8.758496825454628e+19,2.298146509747862e+21,-2.2105615414933523e+21
1797.0cm-1,-3.757751086584562e+20,1.6481562201835375e+21,-1.2723811115251055e+21
